#bow	at	Louise				
2	0	0	24	1980	1	0
3085.716	-6971.334	05BA001	#data	to:	2019-10-31	
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
3.6						
3.8						
4.11						
4.6						
4.56						
4.52						
4.48						
4.46						
4.45						
4.43						
4.39						
4.31						
4.35						
4.51						
5.11						
6.05						
7.19						
8.5						
9.32						
10.1						
12						
15.2						
15.5						
14.8						
14						
13.2						
12.9						
13.2						
12.8						
13.2						
12.7						
12.3						
12.2						
12.5						
13.6						
15.7						
19.1						
21.6						
24.8						
29.4						
31.6						
30.2						
26						
22.2						
20.5						
20.3						
19.2						
18.7						
19.1						
20.2						
20						
20.4						
22.5						
21.8						
21.9						
20.8						
20.9						
22.7						
25.3						
28.5						
31.9						
33.8						
34.8						
31.7						
29.9						
28.1						
25.1						
23.4						
23						
24.5						
26.7						
28.3						
30.1						
32.2						
35.1						
38						
33.8						
30.7						
29.1						
29.7						
32.3						
34.5						
35.7						
37.7						
38.7						
37.1						
35.9						
33.6						
31.9						
34.5						
34.6						
33.8						
34.6						
33.3						
31.1						
29.6						
29.3						
30.1						
30.4						
28.2						
27.3						
27.5						
26.6						
24.4						
22						
20.1						
18						
16.5						
15.6						
15.3						
15						
13.7						
12.3						
11.7						
12.1						
12.9						
13.9						
14.9						
14.1						
12.6						
11.9						
11.6						
10.6						
10.4						
11						
10.8						
10						
9.13						
8.53						
8.04						
9.52						
8.85						
8.58						
7.95						
7.75						
7.78						
7.69						
7.98						
8.37						
9.17						
11.6						
11.1						
10.3						
9.55						
8.52						
7.9						
7.4						
7.05						
6.82						
6.58						
6.4						
6.36						
7.23						
6.93						
6.26						
5.8						
5.49						
5.02						
4.74						
4.57						
4.48						
4.39						
4.33						
4.18						
4.05						
3.94						
3.93						
3.83						
3.73						
3.84						
4.39						
4.55						
4.4						
4.47						
4.08						
3.94						
3.82						
3.71						
3.6						
3.52						
3.5						
3.43						
3.3						
3.18						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
-1						
3.01						
2.85						
2.72						
2.8						
3.02						
3.6						
3.4						
3.26						
3.75						
3.68						
3.48						
3.68						
6.46						
7.02						
7.32						
6.97						
6.46						
5.81						
5.4						
4.93						
4.55						
4.79						
6.28						
14.2						
26.4						
28.5						
29.3						
34.9						
36.6						
28.2						
21.9						
19.8						
26						
23.9						
20.1						
18.6						
19.2						
18.8						
17.5						
17.1						
17.2						
15.7						
14.8						
13.2						
12.8						
13.7						
13.6						
13.1						
13.5						
12.9						
13.6						
15.6						
19.1						
21.8						
21.1						
20.3						
18.1						
16.1						
17.1						
20.3						
21.1						
22.4						
23.4						
23.3						
24.8						
27.4						
26.7						
25.2						
24.9						
25.4						
26.2						
27.2						
26.9						
26.3						
25.6						
24.7						
23.4						
22.8						
20.8						
18.8						
17.2						
16.3						
17.4						
18.5						
21.9						
22.4						
20.6						
19.5						
19.5						
19.5						
18.2						
17.3						
17.1						
16.7						
17.4						
19.9						
20.2						
21.3						
23						
22.4						
21						
20.2						
19.8						
19.6						
19.9						
20.7						
21.1						
20.8						
20.6						
20.8						
19.9						
17.3						
15.2						
13.8						
14						
13.3						
11.5						
10.8						
11.4						
12.1						
12.6						
13						
14						
15.3						
14.7						
12.6						
10.9						
9.73						
8.49						
7.51						
6.66						
6.11						
5.72						
5.37						
5.27						
5.52						
5.78						
6.4						
7.12						
7.92						
8.95						
8.85						
7.98						
7.22						
6.76						
6.84						
7.09						
7.34						
7.92						
8.21						
7.42						
6.65						
6.09						
5.7						
5.28						
4.81						
4.34						
3.98						
3.78						
3.62						
3.48						
3.32						
3.18						
3.06						
2.96						
2.91						
2.78						
2.62						
2.6						
2.7						
