           YEAR,           JDAY,        PRECACC,          ETACC,         ROFACC,      OVRFLWACC,      LATFLWACC,    DRAINSOLACC,       DSTGWACC,           PREC,             ET,            ROF,         OVRFLW,         LATFLW,       DRAINSOL,        FZWSCAN,        LQWSCAN,            SNO,        LQWSSNO,        LQWSPND,       LQWSSOL1,       FZWSSOL1,       ALWSSOL1,       LQWSSOL2,       FZWSSOL2,       ALWSSOL2,       LQWSSOL3,       FZWSSOL3,       ALWSSOL3,        LQWSSOL,        FZWSSOL,        ALWSSOL,          STGGW,            DZS,           STGW,          DSTGW,
           1980,            336,   165.0846    ,   50.71468    ,   141.0659    ,   5.078996    ,   123.4583    ,   12.52875    ,  -83.25977    ,   1.673670    ,  0.8200450E-01,  0.1582379    ,   0.000000    ,   0.000000    ,  0.1582379    ,   2.688683    ,   0.000000    ,   76.82465    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.782348    ,   44.81982    ,   54.60217    ,   353.2288    ,   22.44228    ,   375.6711    ,   366.9121    ,   85.27863    ,   452.1907    ,   40.98283    ,   0.000000    ,   572.6870    ,  0.9125977    ,
           1980,            337,   168.8381    ,   50.81928    ,   141.2233    ,   5.078996    ,   123.4583    ,   12.68617    ,  -82.70795    ,   3.753416    ,  0.1046085    ,  0.1574173    ,   0.000000    ,   0.000000    ,  0.1574173    ,   2.702918    ,   0.000000    ,   79.42854    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.780375    ,   44.90728    ,   54.68765    ,   351.8629    ,   23.71389    ,   375.5769    ,   365.5443    ,   86.63770    ,   452.1820    ,   40.82674    ,   0.000000    ,   575.1402    ,   2.453247    ,
           1980,            338,   180.5025    ,   50.96097    ,   141.3799    ,   5.078996    ,   123.4583    ,   12.84277    ,  -82.11151    ,   11.66445    ,  0.1416949    ,  0.1566009    ,   0.000000    ,   0.000000    ,  0.1566009    ,   2.874714    ,   0.000000    ,   84.73692    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.778333    ,   44.99333    ,   54.77166    ,   350.4873    ,   24.99714    ,   375.4845    ,   364.1667    ,   88.00700    ,   452.1736    ,   40.67125    ,   0.000000    ,   580.4565    ,   5.316345    ,
           1980,            339,   191.2283    ,   51.21031    ,   141.5357    ,   5.078996    ,   123.4583    ,   12.99856    ,  -81.34949    ,   10.72581    ,  0.2493372    ,  0.1557896    ,   0.000000    ,   0.000000    ,  0.1557896    ,   3.269833    ,   0.000000    ,   101.5073    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.776387    ,   45.07781    ,   54.85420    ,   349.1089    ,   26.28489    ,   375.3938    ,   362.7863    ,   89.37923    ,   452.1655    ,   40.51650    ,   0.000000    ,   597.4593    ,   17.00275    ,
           1980,            340,   191.4363    ,   51.26511    ,   141.6907    ,   5.078996    ,   123.4583    ,   13.15354    ,  -80.59027    ,  0.2079945    ,  0.5480087E-01,  0.1549823    ,   0.000000    ,   0.000000    ,  0.1549823    ,   2.989702    ,   0.000000    ,   103.2182    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.774222    ,   45.16104    ,   54.93526    ,   347.7223    ,   27.58270    ,   375.3050    ,   361.3975    ,   90.76027    ,   452.1577    ,   40.36230    ,   0.000000    ,   598.7280    ,   1.268738    ,
           1980,            341,   191.4671    ,   51.28741    ,   141.8449    ,   5.078996    ,   123.4583    ,   13.30772    ,  -79.84796    ,  0.3079760E-01,  0.2229839E-01,  0.1541794    ,   0.000000    ,   0.000000    ,  0.1541794    ,   2.679564    ,   0.000000    ,   103.5691    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.772216    ,   45.24265    ,   55.01487    ,   346.3160    ,   28.90195    ,   375.2180    ,   359.9892    ,   92.16113    ,   452.1504    ,   40.20871    ,   0.000000    ,   598.6077    , -0.1203003    ,
           1980,            342,   191.5721    ,   51.32257    ,   141.9983    ,   5.078996    ,   123.4583    ,   13.46110    ,  -79.12164    ,  0.1049699    ,  0.3516735E-01,  0.1533816    ,   0.000000    ,   0.000000    ,  0.1533816    ,   2.395557    ,   0.000000    ,   103.8951    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.770144    ,   45.32288    ,   55.09302    ,   344.8952    ,   30.23744    ,   375.1326    ,   358.5663    ,   93.57685    ,   452.1431    ,   40.05590    ,   0.000000    ,   598.4897    , -0.1179810    ,
           1980,            343,   193.5526    ,   51.36873    ,   142.1509    ,   5.078996    ,   123.4583    ,   13.61369    ,  -78.39972    ,   1.980565    ,  0.4615401E-01,  0.1525887    ,   0.000000    ,   0.000000    ,  0.1525887    ,   2.271563    ,   0.000000    ,   105.1773    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.767962    ,   45.40172    ,   55.16968    ,   343.4359    ,   31.61298    ,   375.0489    ,   357.1049    ,   95.03123    ,   452.1360    ,   39.90383    ,   0.000000    ,   599.4888    ,  0.9990845    ,
           1980,            344,   196.8258    ,   51.41687    ,   142.3027    ,   5.078996    ,   123.4583    ,   13.76549    ,  -77.66748    ,   3.273133    ,  0.4813788E-01,  0.1517990    ,   0.000000    ,   0.000000    ,  0.1517990    ,   2.329875    ,   0.000000    ,   107.7678    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.765737    ,   45.47906    ,   55.24480    ,   341.9325    ,   33.03482    ,   374.9673    ,   355.5992    ,   96.53041    ,   452.1296    ,   39.75214    ,   0.000000    ,   601.9795    ,   2.490662    ,
           1980,            345,   202.6878    ,   51.53720    ,   142.4537    ,   5.078996    ,   123.4583    ,   13.91650    ,  -76.90234    ,   5.862023    ,  0.1203285    ,  0.1510124    ,  0.2212434E-09,   0.000000    ,  0.1510124    ,   2.508942    ,  0.1449248E-09,   112.5386    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.763566    ,   45.55479    ,   55.31836    ,   340.3917    ,   34.49604    ,   374.8878    ,   354.0563    ,   98.06735    ,   452.1237    ,   39.60083    ,   0.000000    ,   606.7719    ,   4.792419    ,
           1980,            346,   207.2208    ,   52.42919    ,   142.6039    ,   5.078996    ,   123.4583    ,   14.06673    ,  -76.12061    ,   4.533002    ,  0.8919927    ,  0.1502310    ,  0.1511369E-06,   0.000000    ,  0.1502309    ,   2.408804    ,  0.1311661E-08,   116.0363    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.761798    ,   45.62852    ,   55.39032    ,   338.8436    ,   35.96646    ,   374.8100    ,   352.5064    ,   99.61151    ,   452.1179    ,   39.45028    ,   0.000000    ,   610.0132    ,   3.241333    ,
           1980,            347,   208.0470    ,   52.93947    ,   142.7533    ,   5.078996    ,   123.4583    ,   14.21619    ,  -75.32886    ,  0.8262189    ,  0.5102818    ,  0.1494544    ,   0.000000    ,   0.000000    ,  0.1494544    ,   2.271392    ,  0.5577619E-07,   118.9343    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.760768    ,   45.69997    ,   55.46073    ,   337.3619    ,   37.37199    ,   374.7340    ,   351.0237    ,   101.0885    ,   452.1122    ,   39.30050    ,   0.000000    ,   612.6183    ,   2.605103    ,
           1980,            348,   208.2869    ,   53.01467    ,   142.9020    ,   5.078996    ,   123.4583    ,   14.36488    ,  -74.55304    ,  0.2399182    ,  0.7520241E-01,  0.1486830    ,  0.5833999E-09,   0.000000    ,  0.1486830    ,   1.952987    ,  0.2071582E-05,   119.3509    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.759948    ,   45.76982    ,   55.52977    ,   335.9912    ,   38.66823    ,   374.6594    ,   349.6522    ,   102.4546    ,   452.1067    ,   39.15150    ,   0.000000    ,   612.5620    , -0.5639648E-01,
           1980,            349,   212.0147    ,   53.05270    ,   143.0500    ,   5.078996    ,   123.4583    ,   14.51279    ,  -73.77350    ,   3.727759    ,  0.3802795E-01,  0.1479166    ,   0.000000    ,   0.000000    ,  0.1479166    ,   1.989882    ,  0.4028956E-06,   121.3973    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91752    ,   9.758952    ,   45.83859    ,   55.59753    ,   334.6652    ,   39.92099    ,   374.5862    ,   348.3252    ,   103.7761    ,   452.1013    ,   39.00326    ,   0.000000    ,   614.4918    ,   1.929810    ,
           1980,            350,   212.1903    ,   53.04567    ,   143.1971    ,   5.078996    ,   123.4583    ,   14.65995    ,  -72.99243    ,  0.1756737    , -0.7043875E-02,  0.1471552    ,  0.5851508E-08,   0.000000    ,  0.1471551    ,   1.889676    ,  0.4048201E-01,   123.2968    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91753    ,   9.758062    ,   45.90601    ,   55.66407    ,   333.3551    ,   41.15933    ,   374.5144    ,   347.0141    ,   105.0819    ,   452.0960    ,   38.85578    ,   0.000000    ,   616.1789    ,   1.687134    ,
           1980,            351,   212.2937    ,   53.90792    ,   143.3435    ,   5.078996    ,   123.4583    ,   14.80635    ,  -72.23022    ,  0.1033868    ,  0.8622491    ,  0.1463987    ,  0.1967827E-08,   0.000000    ,  0.1463987    ,   1.166493    ,  0.5162120E-01,   123.7263    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01653    ,   21.91754    ,   9.757394    ,   45.97203    ,   55.72943    ,   332.1045    ,   42.33932    ,   374.4438    ,   345.7629    ,   106.3279    ,   452.0908    ,   38.70906    ,   0.000000    ,   615.7443    , -0.4346313    ,
           1980,            352,   212.3285    ,   54.04545    ,   143.4892    ,   5.078996    ,   123.4583    ,   14.95199    ,  -71.48883    ,  0.3472272E-01,  0.1375403    ,  0.1456471    ,   0.000000    ,   0.000000    ,  0.1456471    ,  0.5563117    ,  0.1149886E-05,   123.8164    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.756826    ,   46.03680    ,   55.79364    ,   330.9474    ,   43.42682    ,   374.3744    ,   344.6053    ,   107.4802    ,   452.0855    ,   38.56309    ,   0.000000    ,   615.0212    , -0.7230835    ,
           1980,            353,   212.3841    ,   54.03212    ,   143.6340    ,   5.078996    ,   123.4583    ,   15.09689    ,  -70.76227    ,  0.5557884E-01, -0.1334269E-01,  0.1449005    ,   0.000000    ,   0.000000    ,  0.1449005    ,  0.4842069    ,   0.000000    ,   123.9180    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.755906    ,   46.10087    ,   55.85678    ,   329.8589    ,   44.44722    ,   374.3061    ,   343.5158    ,   108.5646    ,   452.0804    ,   38.41787    ,   0.000000    ,   614.9004    , -0.1207886    ,
           1980,            354,   213.8614    ,   54.05158    ,   143.7782    ,   5.078996    ,   123.4583    ,   15.24105    ,  -70.04608    ,   1.477339    ,  0.1946178E-01,  0.1441586    ,   0.000000    ,   0.000000    ,  0.1441586    ,  0.5431731    ,   0.000000    ,   124.2908    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.754416    ,   46.16450    ,   55.91891    ,   328.7149    ,   45.52408    ,   374.2390    ,   342.3704    ,   109.7051    ,   452.0755    ,   38.27340    ,   0.000000    ,   615.1830    ,  0.2826538    ,
           1980,            355,   218.7921    ,   54.15503    ,   143.9216    ,   5.078996    ,   123.4583    ,   15.38448    ,  -69.30542    ,   4.930700    ,  0.1034642    ,  0.1434215    ,   0.000000    ,   0.000000    ,  0.1434215    ,   1.388664    ,  0.1603866E-08,   127.7256    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.753288    ,   46.22667    ,   55.97995    ,   327.4438    ,   46.72940    ,   374.1731    ,   341.0981    ,   110.9726    ,   452.0706    ,   38.12965    ,   0.000000    ,   619.3146    ,   4.131592    ,
           1980,            356,   222.0637    ,   54.22975    ,   144.0643    ,   5.078996    ,   123.4583    ,   15.52716    ,  -68.55164    ,   3.271551    ,  0.7471009E-01,  0.1426892    ,   0.000000    ,   0.000000    ,  0.1426892    ,   1.764377    ,  0.6823509E-08,   130.4806    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752583    ,   46.28724    ,   56.03981    ,   326.1316    ,   47.97704    ,   374.1086    ,   339.7852    ,   112.2808    ,   452.0660    ,   37.98662    ,   0.000000    ,   622.2977    ,   2.983032    ,
           1980,            357,   229.4025    ,   54.37953    ,   144.2063    ,   5.078996    ,   123.4583    ,   15.66913    ,  -67.76288    ,   7.338809    ,  0.1497709    ,  0.1419616    ,   0.000000    ,   0.000000    ,  0.1419616    ,   2.279334    ,  0.2108381E-06,   135.5799    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752501    ,   46.34602    ,   56.09853    ,   324.8498    ,   49.19555    ,   374.0453    ,   338.5033    ,   113.5581    ,   452.0614    ,   37.84434    ,   0.000000    ,   627.7650    ,   5.467285    ,
           1980,            358,   234.1961    ,   54.51895    ,   144.3475    ,   5.078996    ,   123.4583    ,   15.81036    ,  -66.92767    ,   4.793497    ,  0.1394260    ,  0.1412387    ,   0.000000    ,   0.000000    ,  0.1412387    ,   2.669646    ,   0.000000    ,   142.2379    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752501    ,   46.40359    ,   56.15610    ,   323.6233    ,   50.35991    ,   373.9832    ,   337.2768    ,   114.7800    ,   452.0569    ,   37.70278    ,   0.000000    ,   634.6672    ,   6.902222    ,
           1980,            359,   235.1487    ,   54.56339    ,   144.4881    ,   5.078996    ,   123.4583    ,   15.95089    ,  -66.09772    ,  0.9526667    ,  0.4442974E-01,  0.1405204    ,   0.000000    ,   0.000000    ,  0.1405204    ,   2.489964    ,   0.000000    ,   143.6181    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752501    ,   46.46012    ,   56.21262    ,   322.4647    ,   51.45755    ,   373.9222    ,   336.1182    ,   115.9342    ,   452.0524    ,   37.56195    ,   0.000000    ,   635.7225    ,   1.055298    ,
           1980,            360,   241.8186    ,   54.63117    ,   144.6279    ,   5.078996    ,   123.4583    ,   16.09069    ,  -65.25391    ,   6.669861    ,  0.6779156E-01,  0.1398067    ,   0.000000    ,   0.000000    ,  0.1398067    ,   2.534518    ,  0.1792470E-07,   146.9826    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752501    ,   46.51564    ,   56.26813    ,   321.3240    ,   52.53830    ,   373.8623    ,   334.9775    ,   117.0705    ,   452.0480    ,   37.42180    ,   0.000000    ,   638.9869    ,   3.264465    ,
           1980,            361,   246.1540    ,   54.91408    ,   144.7670    ,   5.078996    ,   123.4583    ,   16.22979    ,  -64.38678    ,   4.335462    ,  0.2829025    ,  0.1390977    ,   0.000000    ,   0.000000    ,  0.1390977    ,   2.593880    ,  0.2785297E-04,   151.5107    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752501    ,   46.57017    ,   56.32268    ,   320.1833    ,   53.62025    ,   373.8035    ,   333.8368    ,   118.2070    ,   452.0437    ,   37.28238    ,   0.000000    ,   643.4307    ,   4.443726    ,
           1980,            362,   265.4627    ,   55.70931    ,   144.9053    ,   5.078996    ,   123.4583    ,   16.36818    ,  -63.40118    ,   19.30860    ,  0.7952272    ,  0.1383931    ,   0.000000    ,   0.000000    ,  0.1383931    ,   2.808848    ,   0.000000    ,   167.2241    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752501    ,   46.62376    ,   56.37625    ,   319.0586    ,   54.68716    ,   373.7457    ,   332.7121    ,   119.3275    ,   452.0395    ,   37.14367    ,   0.000000    ,   659.2161    ,   15.78546    ,
           1980,            363,   267.7757    ,   56.13813    ,   145.0430    ,   5.078996    ,   123.4583    ,   16.50588    ,  -62.37231    ,   2.313017    ,  0.4288218    ,  0.1376931    ,  0.1835311E-07,   0.000000    ,  0.1376931    ,   2.789608    ,  0.4616592E-06,   174.4645    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752501    ,   46.67640    ,   56.42891    ,   317.9998    ,   55.68909    ,   373.6889    ,   331.6534    ,   120.3820    ,   452.0353    ,   37.00566    ,   0.000000    ,   666.2952    ,   7.079041    ,
           1980,            364,   268.9941    ,   56.36412    ,   145.1800    ,   5.078996    ,   123.4583    ,   16.64288    ,  -61.35669    ,   1.218351    ,  0.2259968    ,  0.1369976    ,   0.000000    ,   0.000000    ,  0.1369976    ,   2.411130    ,  0.5014170E-06,   175.5139    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752501    ,   46.72820    ,   56.48070    ,   317.0297    ,   56.60331    ,   373.6330    ,   330.6832    ,   121.3481    ,   452.0312    ,   36.86835    ,   0.000000    ,   666.8246    ,  0.5294189    ,
           1980,            365,   269.3189    ,   56.40262    ,   145.3163    ,   5.078996    ,   123.4583    ,   16.77918    ,  -60.34985    ,  0.3247622    ,  0.3850205E-01,  0.1363064    ,   0.000000    ,   0.000000    ,  0.1363064    ,   2.166320    ,  0.1710292E-05,   176.8248    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752501    ,   46.77922    ,   56.53172    ,   316.1089    ,   57.46913    ,   373.5780    ,   329.7624    ,   122.2649    ,   452.0273    ,   36.73170    ,   0.000000    ,   667.7501    ,  0.9255371    ,
           1980,            366,   269.3197    ,   56.53329    ,   145.4520    ,   5.078996    ,   123.4583    ,   16.91480    ,  -59.36145    ,  0.8057738E-03,  0.1306699    ,  0.1356197    ,  0.3342854E-08,   0.000000    ,  0.1356197    ,   1.867069    ,  0.4370917E-06,   177.0714    ,   0.000000    ,   0.000000    ,   3.901000    ,   18.01654    ,   21.91754    ,   9.752501    ,   46.82950    ,   56.58200    ,   315.2056    ,   58.31809    ,   373.5238    ,   328.8591    ,   123.1641    ,   452.0233    ,   36.59577    ,   0.000000    ,   667.5577    , -0.1924438    ,
